CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Participating Unit,N,N,,PBLOSM_2_SOLAR,GEN,PearBlossom,9.5,9.5,SCE,"Solar Star California XLIV, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-29,,CISO,SCE
Participating Unit,N,N,,MIRLOM_2_MLBBTB,GEN,Mira Loma BESS B,10,10,SCE,Southern California Edison,OTHER,LESR,SP15,2016-12-30,,CISO,SCE
Non-Participating,,Y,CALGEN_1_UNITS,CALGEN_1_UNIT 2,GEN,CALGEN_1_UNIT 2,32.2,32.2,,,,,SP15,,,CISO,
Participating Unit,Y,N,,PLACVL_1_RCKCRE,GEN,Rock Creek Hydro,5,3.6,PGAE,"Rock Creek Hydro, LLC",HYDRO,WATER,NP15,2017-03-29,,CISO,PGAE
Participating Unit,N,N,,VLCNTR_6_VCSLR,GEN,Cole Grade,2.33,2.4,SDGE,"NLP Valley Center Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-07,,CISO,SDGE
Participating Unit,N,Y,DSRTSN_2_SOLAR2,DSRTSN_2_SOLAR2,GEN,Desert Sunlight 250,250,,SCE,"Desert Sunlight Holdings, LLC",PHOTO VOLTAIC,SUN,SP15,2013-10-12,,CISO,SCE
Non-Participating,,Y,CALGEN_1_UNITS,CALGEN_1_UNIT 1,GEN,CALGEN_1_UNIT 1,32.2,32.2,,,,,SP15,,,CISO,
Non-Participating,N,Y,CDWR07_2_GEN,WHELPP_2_NSPIN,GEN,WHELPP_2_NSPIN,112.5,112.5,,,PUMP,OTHER,ZP26,,,CISO,
Participating Unit,Y,N,,IGNACO_1_QF,GEN,SMALL QF AGGREGATION - VALLEJO/DINSMORE,0.5,1,PGAE,Pacific Gas & Electric Company,OTHER,OTHER,NP15,1985-01-01,,CISO,PGAE
Participating Unit,N,N,,WALCRK_2_CTG4,GEN,Walnut Creek Energy Park Unit 4,96.49,102.5,SCE,"Walnut Creek Energy, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2013-03-29,,CISO,SCE
Participating Unit,N,N,,DELAMO_2_SOLAR1,GEN,Golden Springs Building H,1.5,1.5,SCE,Golden Springs Development Co. LLC,PHOTO VOLTAIC,SUN,SP15,2015-04-22,,CISO,SCE
Participating Unit,Y,N,,PACLUM_6_UNIT,GEN,Humboldt Redwood,28.8,28.8,PGAE,"Humboldt Sawmill Company, LLC",STEAM,BIOMASS,NP15,2017-06-01,,CISO,PGAE
Participating Unit,N,N,,CHWCHL_1_BIOMAS,GEN,Chow II Biomass to Energy,10.8,12.5,PGAE,Global Ampersand LLC,STEAM,BIOMASS,NP15,2008-05-08,,CISO,PGAE
Participating Unit,Y,N,,PTLOMA_6_NTCQF,GEN,NTC/MCRD COGENERATION,22.3,23,SDGE,SDG&E Exempt,COMBUSTION TURBINE,OTHER,SP15,1989-01-01,,CISO,SDGE
Participating Unit,N,N,,MCSWAN_6_UNITS,GEN,MC SWAIN HYDRO,10,10,PGAE,Merced Irrigation District,HYDRO,WATER,NP15,1967-01-01,,CISO,PGAE
Participating Unit,N,N,,PSWEET_1_STCRUZ,GEN,Santa Cruz Energy LLC,1.6,1.6,PGAE,Santa Cruz Energy LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2010-02-06,,CISO,PGAE
Non-Participating,N,Y,BUCKBL_2_PL1X3,BUCKBL_2_STG10,GEN,Blythe STG,227,227,,"Blythe Energy, LLC ",STEAM,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,MAMMTH_7_UNIT 1,GEN,MAMMOTH POOL UNIT 1,95,95,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,Y,N,,ELLIS_2_QF,GEN,ELLIS QFS,12,28.2,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1993-01-01,,CISO,SCE
Participating Unit,N,N,,BLAST_1_WIND,GEN,Mountain View IV Wind,49,49,SCE,"Mountain View Power Partners IV, LLC",WIND,WIND,SP15,2012-02-23,,CISO,SCE
Participating Unit,N,N,,SKERN_6_SOLAR1,GEN,South Kern Solar PV Plant,20,20,PGAE,"Algonquin SKIC 20 Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-04-07,,CISO,PGAE
Participating Unit,N,N,,VOLTA_6_DIGHYD,GEN,Digger Creek Ranch Hydro,0.6,0.6,PGAE,Kenneth E. Link,HYDRO,WATER,NP15,2014-07-02,,CISO,PGAE
Participating Unit,N,N,,IVSLRP_2_SOLAR1,GEN,Silver Ridge Mount Signal,200,200,SDGE,"Imperial Valley Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2013-10-28,,CISO,SDGE
Non-Participating,N,Y,DVLCYN_1_UNITS,DVLCYN_1_UNIT 1,GEN,DEVIL CANYON HYDRO UNIT 1,60,60,,California Dept. of Water Resources,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,CLRKRD_6_LIMESD,GEN,Lime Saddle Hydro,2,2,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1906-01-01,,CISO,PGAE
Participating Unit,N,N,,CORRAL_6_SJOAQN,GEN,Ameresco San Joaquin,4.3,4.3,PGAE,Ameresco San Joaquin LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2014-04-24,,CISO,PGAE
Participating Unit,N,N,,WHTWTR_1_WINDA1,GEN,Whitewater Hill Wind Project,61.5,61.5,SCE,"Whitewater Hill Wind Partners, LLC",WIND,WIND,SP15,2002-08-31,,CISO,SCE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 1,GEN,O'NEILL PUMP-GEN UNIT 1,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,Y,LECEF_1_UNITS,LECEF_1_UNITS,GEN,LOS ESTEROS ENERGY FACILITY AGGREGATE,309.84,,PGAE,"Los Esteros Critical Energy Facility, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2013-07-31,,CISO,PGAE
Participating Unit,N,N,,KERKH1_7_UNIT 3,GEN,KERKHOFF PH 1 UNIT #3,12.8,12.8,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1920-01-01,,CISO,PGAE
Participating Unit,N,N,,ETIWND_2_RTS015,GEN,SPVP015,3,3,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2013-01-15,,CISO,SCE
Participating Unit,N,N,,MNDOTA_1_SOLAR2,GEN,Citizen Solar B ,5,5,PGAE,Citizen Solar B LLC,PHOTO VOLTAIC,SUN,NP15,2015-12-11,,CISO,PGAE
Participating Unit,Y,N,,SNMALF_6_UNITS,GEN,Sonoma County Landfill,5,8,PGAE,"Republic Services of Sonoma County Energy Producers, Inc",RECIPROCATING ENGINE,BIOGAS,NP15,1993-04-30,,CISO,PGAE
Participating Unit,N,N,,PEABDY_2_LNDFIL,GEN,G2 Energy Hay Road Power Plant,1.6,1.6,PGAE,"G2 Energy, Hay Road LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2013-07-09,,CISO,PGAE
Participating Unit,Y,N,,SPIAND_1_ANDSN2,GEN,SPI Anderson 2,27.15,30.1,PGAE,Sierra Pacific Industries,STEAM,BIOMASS,NP15,2015-09-09,,CISO,PGAE
Non-Participating,,Y,TERMEX_2_PL1X3,TERMEX_2_GTG1,GEN,TERMEX_2_GTG1,180,180,,,,,SP15,,,CISO,
Non-Participating,N,Y,MOSSLD_2_PSP2,MOSSLD_2_PSP2G2,GEN,"MOSS LANDING CC PLANT 2, CTG UNIT 2",176,176,,Duke Energy Moss Landing LLC,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,ELCAJN_6_LM6K,GEN,El Cajon Energy Center,48.1,49.7,SDGE,"El Cajon Energy, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2010-06-16,,CISO,SDGE
Participating Unit,N,N,,SEGS_1_SR2SL2,GEN,Sunray 2,20,20,SCE,"Sunray Energy 2, LLC",PHOTO VOLTAIC,SUN,SP15,2017-06-02,,CISO,SCE
Non-Participating,N,Y,LECEF_1_UNITS,LECEF_1_CGT 1,GEN,LOS ESTEROS ENERGY FACILITY CTG 1,49.9,49.9,,"Los Esteros Critical Energy Facility, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,CASTVL_2_FCELL,GEN,PGE CSUEB Hayward Fuel Cell,1.4,1.5,PGAE,Pacific Gas & Electric Company,OTHER,NATURAL GAS,NP15,2011-09-27,,CISO,PGAE
Participating Unit,Y,N,,MLPTAS_7_QFUNTS,GEN,MLPTAS_7_QFUNTS,1,2,PGAE,Pacific Gas & Electric Company,OTHER,OTHER,NP15,,,CISO,PGAE
Participating Unit,N,Y,DSRTSL_2_SOLAR1,DSRTSL_2_SOLAR1,GEN,Desert Stateline,296.19,,SCE,"Desert Stateline, LLC",PHOTO VOLTAIC,SUN,SP15,2016-08-30,,CISO,SCE
Participating Unit,N,N,,KNGBRG_1_KBSLR1,GEN,Kingsburg1,1.5,1.5,PGAE,"Tulare PV II, LLC",PHOTO VOLTAIC,SUN,NP15,2013-12-06,,CISO,PGAE
Participating Unit,N,N,,LIVEOK_6_SOLAR,GEN,Harris,1.25,1.3,PGAE,Solarenewal LLC,PHOTO VOLTAIC,SUN,NP15,2014-11-27,,CISO,PGAE
Non-Participating,N,Y,SANDLT_2_SUNITS,SANDLT_2_STGA,GEN,SANDLT_2_STGA,137.5,137.5,,Abengoa Solar LLC,STEAM,SUN,SP15,,,CISO,
Participating Unit,N,N,,WALNUT_2_SOLAR,GEN,Industry MetroLink PV 1,1.5,1.6,SCE,City of Industry,PHOTO VOLTAIC,SUN,SP15,2012-04-03,,CISO,SCE
Non-Participating,N,Y,SLSTR2_2_SOLAR2,SLSTR2_2_SOLR2A,GEN,Solar Star 2,219,219,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,Y,N,,CROKET_7_UNIT,GEN,CROCKETT COGEN,240,240,PGAE,Pacific Gas & Electric Company,STEAM,NATURAL GAS,NP15,1995-12-20,,CISO,PGAE
Participating Unit,Y,N,,CLRMTK_1_QF,GEN,SMALL QF AGGREGATION - OAKLAND,1.25,1.3,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1983-12-05,,CISO,PGAE
Participating Unit,N,N,,PIOPIC_2_CTG3,GEN,Pio Pico Unit 3,112,112,SDGE,Pio Pico Energy Center,COMBUSTION TURBINE,NATURAL GAS,SP15,2016-11-03,,CISO,SDGE
Participating Unit,N,N,,RCKCRK_7_UNIT 2,GEN,ROCK CREEK HYDRO UNIT 2,56.9,56.9,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1950-01-01,,CISO,PGAE
Participating Unit,N,N,,LARKSP_6_UNIT 1,GEN,LARKSPUR PEAKER UNIT 1,46.1,45,SDGE,Wildflower Energy LP,COMBUSTION TURBINE,NATURAL GAS,SP15,2001-09-13,,CISO,SDGE
Participating Unit,N,N,,KRNCNY_6_UNIT,GEN,KERN CANYON,11.5,11.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,ZP26,1921-01-01,,CISO,PGAE
Participating Unit,Y,Y,TENGEN_2_PL1X2,TENGEN_2_PL1X2,GEN,Berry Cogen 42,40.2,,SCE,Berry Petroleum Company,COMBUSTION TURBINE,NATURAL GAS,SP15,1990-03-06,,CISO,SCE
Participating Unit,N,N,,LITLRK_6_GBCSR1,GEN,Green Beanworks C,3,3,SCE,Green Beanworks C LLC,PHOTO VOLTAIC,SUN,SP15,2018-08-18,,CISO,SCE
Participating Unit,N,Y,PNCHVS_2_SOLAR,PNCHVS_2_SOLAR,GEN,Panoche Valley Solar,140,,PGAE,"Panoche Valley Solar, LLC",PHOTO VOLTAIC,SUN,NP15,2018-11-26,,CISO,PGAE
Non-Participating,N,Y,LODIEC_2_PL1X2,LODIEC_2_STG,GEN,Lodi Energy Center,116.9,116.9,,Northern California Power Agency,STEAM,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,CAMCHE_1_PL1X3,CAMCHE_1_UNIT 2,GEN,Camanche 2,3.3,3.3,,East Bay Municipal Utility District,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,CHWCHL_1_UNIT,GEN,CHOW 2 PEAKER PLANT,48.6,48.6,PGAE,"California Power Holdings, LLC",RECIPROCATING ENGINE,NATURAL GAS,NP15,2001-06-13,,CISO,PGAE
Participating Unit,N,N,,BUTTVL_7_UNIT 1,GEN,BUTT VALLEY HYDRO,39.5,41,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1958-01-01,,CISO,PGAE
Participating Unit,N,N,,AVENAL_6_AVPARK,GEN,Avenal Park Solar Project,6,6,PGAE,Avenal Park LLC,PHOTO VOLTAIC,SUN,ZP26,2011-08-05,,CISO,PGAE
Non-Participating,N,Y,DREWS_6_PL1X4,DREWS_6_GEN 3,GEN,DREWS UNIT 3,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,BRDSLD_2_SHILO1,GEN,Shiloh I Wind Project,150,150,PGAE,Shiloh 1 Wind Project LLC,WIND,WIND,NP15,2006-03-30,,CISO,PGAE
Participating Unit,Y,N,,SPBURN_2_UNIT 1,GEN,Burney Biomass,22,22,PGAE,Sierra Pacific Industries,STEAM,BIOMASS,NP15,1986-01-01,,CISO,PGAE
Participating Unit,N,N,,BIGSKY_2_SOLAR6,GEN,Solverde 1,85,85,SCE,"Solverde 1, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-17,,CISO,SCE
Participating Unit,N,N,,COPMT4_2_SOLAR4,GEN,Copper Mountain Solar 4,92,92,SCE,"Copper Mountain Solar 4, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-02,,CISO,SCE
Non-Participating,,Y,SBERDO_2_PSP3,SBERDO_7_CT3B,GEN,SBERDO_7_CT3B,182,182,,,,,SP15,,,CISO,
Non-Participating,N,Y,BUCKCK_7_PL1X2,BUCKCK_7_UNIT 2,GEN,Bucks Creek Unit #2,32.5,32.5,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,UKIAH_7_LAKEMN,GEN,UKIAH LAKE MENDOCINO HYDRO,3.5,3.5,PGAE,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,2007-07-02,,CISO,NCPA
Participating Unit,Y,N,,FMEADO_6_HELLHL,GEN,FMEADO_6_HELLHL,0.6,0.5,PGAE,Placer County Water Agency,HYDRO,WATER,NP15,1983-04-30,,CISO,PGAE
Participating Unit,N,Y,MOSSLD_2_PSP1,MOSSLD_2_PSP1,GEN,MOSS LANDING POWER BLOCK 1,510,,PGAE,"Dynegy Moss Landing, LLC",COMBINED CYCLE,NATURAL GAS,NP15,2002-07-01,,CISO,PGAE
Participating Unit,N,N,,BIGSKY_2_BSKSR7,GEN,Big Sky Solar 7,20,20,SCE,"Bayshore Solar B, LLC",PHOTO VOLTAIC,SUN,SP15,2017-12-08,,CISO,SCE
Participating Unit,N,N,,RTEDDY_2_SOLAR1,GEN,Rosamond West Solar 1,54,55,SCE,"Solar Star California XLI, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-22,,CISO,SCE
Participating Unit,N,N,,MERCFL_6_UNIT,GEN,Merced Falls Powerhouse,3.5,3.5,PGAE,Merced Irrigation District,HYDRO,WATER,NP15,1930-01-01,,CISO,PGAE
Participating Unit,N,N,,COPMTN_2_SOLAR1,GEN,Copper Mountain 48,48,48,SCE,"Copper Mountain Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2010-06-15,,CISO,SCE
Participating Unit,N,N,,LITLRK_6_SOLAR3,GEN,One Ten Partners,2,2,SCE,"One Ten Partners, LLC",PHOTO VOLTAIC,SUN,SP15,2017-09-30,,CISO,SCE
Participating Unit,N,N,,VICTOR_1_SOLAR4,GEN,Adelanto Solar,20,20,SCE,"Adelanto Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2015-09-03,,CISO,SCE
Participating Unit,N,N,,GANSO_1_WSTBM1,GEN,Weststar Dairy Biogas,1,1,PGAE,ABEC #2 LLC,RECIPROCATING ENGINE,BIOGAS,ZP26,2018-02-02,,CISO,PGAE
Participating Unit,N,N,,DELAMO_2_SOLRC1,GEN,Golden Springs Building C1,1.16,1.3,SCE,Golden Springs Development Company LLC,PHOTO VOLTAIC,SUN,SP15,2012-02-10,,CISO,SCE
Non-Participating,N,Y,HARBGN_7_UNITS,HARBGN_7_UNIT 3,GEN,Harbor Cogen Unit 3,11.5,11.5,,Harbor Cogeneration Company,STEAM,HEAT RECOVERY,SP15,,,CISO,
Participating Unit,N,N,,CAVLSR_2_RSOLAR,GEN,California Valley Solar Ranch-Phase A,210,210,PGAE,"High Plains Ranch II, LLC",PHOTO VOLTAIC,SUN,ZP26,2013-11-01,,CISO,PGAE
Participating Unit,N,N,,MIRLOM_2_RTS033,GEN,SPVP033,1,1,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2013-08-05,,CISO,SCE
Participating Unit,N,N,,LMBEPK_2_UNITA1,GEN,"Lambie Energy Center, Unit #1",47.5,49.9,PGAE,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2003-01-06,,CISO,PGAE
Participating Unit,N,N,,MIRLOM_6_PEAKER,GEN,Mira Loma Peaker,46,59,SCE,Southern California Edison Company,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-09-20,,CISO,SCE
Participating Unit,N,N,,DEERCR_6_UNIT 1,GEN,DEER CREEK,7,7,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1908-01-01,,CISO,PGAE
Participating Unit,N,N,,BIGSKY_2_BSKSR8,GEN,Big Sky Solar 8,20,20,SCE,"Bayshore Solar C, LLC",PHOTO VOLTAIC,SUN,SP15,2017-12-08,,CISO,SCE
Non-Participating,,Y,RVSIDE_6_SPRING,RVSIDE_7_SPRGU4,GEN,RVSIDE_7_SPRGU4,11,11,,,,,SP15,,,CISO,
Participating Unit,N,N,,DOSMGO_2_NSPIN,GEN,DOSMGO_2_NSPIN,159,159,PGAE,,PUMP,WATER,NP15,,,CISO,CWRP
Participating Unit,N,N,,INSKIP_2_UNIT,GEN,INSKIP HYDRO,8,8,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1979-01-01,,CISO,PGAE
Participating Unit,N,N,,PLAINV_6_BSOLAR,GEN,Western Antelope Blue Sky Ranch A ,20,20,SCE,Western Antelope Blue Sky Ranch A LLC,PHOTO VOLTAIC,SUN,SP15,2014-11-07,,CISO,SCE
Participating Unit,N,N,,DELSUR_6_DRYFRB,GEN,Dry Farm Ranch B ,5,5,SCE,"FTS Master Tenant 1, LLC",PHOTO VOLTAIC,SUN,SP15,2014-11-21,,CISO,SCE
Participating Unit,N,N,,RECTOR_2_KAWH 1,GEN,KAWEAH PH 1 UNIT 1,2.25,2.3,SCE,Southern California Edison Company,HYDRO,WATER,SP15,1929-01-01,,CISO,SCE
Participating Unit,N,N,,MERCED_1_SOLAR2,GEN,Merced Solar,1.5,1.5,PGAE,Merced Solar LLC,PHOTO VOLTAIC,SUN,NP15,2015-05-12,,CISO,PGAE
Participating Unit,N,N,,OLINDA_2_COYCRK,GEN,MWD Coyote Creek Hydroelectric Recovery ,3.13,3.1,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1979-02-21,,CISO,SCE
Participating Unit,N,N,,ALTA4B_2_CPCW2,GEN,Alta Wind 2,150,150,SCE,"Alta Interconnection Management, LLC",WIND,WIND,SP15,2010-12-29,,CISO,SCE
Participating Unit,Y,N,,WALNUT_7_WCOVST,GEN,MM West Covina - ST Unit,6.5,6.5,SCE,MM West Covina LLC,STEAM,BIOGAS,SP15,1996-10-05,,CISO,SCE
Non-Participating,N,Y,ELECTR_7_PL1X3,ELECTR_7_UNIT 2,GEN,ELECTRA UNIT 2,31.7,31.7,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,LMBEPK_2_UNITA3,GEN,"Goose Haven Energy Center, Unit #1",47.4,49.9,PGAE,"Goose Haven Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2003-01-06,,CISO,PGAE
Participating Unit,N,Y,SBERDO_2_PSP4,SBERDO_2_PSP4,GEN,Mountainview Gen Sta. Unit 4,555,,SCE,Southern California Edison Company ,COMBINED CYCLE,NATURAL GAS,SP15,2006-01-19,,CISO,SCE
Participating Unit,N,N,,EASTWD_7_UNIT,GEN,EASTWOOD PUMP-GEN,200,207,SCE,Southern California Edison Company,PUMPED STORAGE,WATER,SP15,1987-01-01,,CISO,SCE
Participating Unit,N,N,,VOYAGR_2_VOYWD2,GEN,Voyager Wind 2,128.7,128.7,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,SP15,2018-12-19,,CISO,SCE
Participating Unit,Y,N,,GARNET_2_WIND3,GEN,San Gorgonio East,12.6,12.6,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,SP15,2016-02-05,,CISO,SCE
Participating Unit,N,N,,ENWIND_2_WIND1,GEN,Cameron Ridge,47.1,47.1,SCE,"Cameron Ridge, LLC",WIND,WIND,SP15,2014-12-10,,CISO,SCE
Non-Participating,N,Y,SLSTR1_2_SOLAR1,SLSTR1_2_SOLR1B,GEN,Solar Star 1,166.5,166.5,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,N,N,,CLOVDL_1_SOLAR,GEN,Cloverdale Solar I,1.5,1.5,PGAE,Cloverdale Solar I Project (FSEC 1),PHOTO VOLTAIC,SUN,NP15,2014-06-26,,CISO,PGAE
Participating Unit,N,N,,ATWELL_1_SOLAR,GEN,Atwell Island PV Solar Generating Faci.,20,20,PGAE,"SPS Atwell Island, LLC",PHOTO VOLTAIC,SUN,ZP26,2013-03-08,,CISO,PGAE
Participating Unit,Y,N,,NZWIND_6_WDSTR4,GEN,Windstream 6042,6.77,6.8,SCE,"Windstream Operations, LLC",WIND,WIND,SP15,2015-12-11,,CISO,SCE
Participating Unit,N,N,,ADOBEE_1_SOLAR,GEN,Adobe Solar,20,20,PGAE,"Adobe Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-05-21,,CISO,PGAE
Non-Participating,N,Y,MONTPH_7_UNITS,MONTPH_7_UNIT 2,GEN,MONTICELLO Unit 2,5.7,5.7,,,,,NP15,,,CISO,
Non-Participating,N,Y,SPICER_1_UNITS,SPICER_1_UNIT 1,GEN,SPICER HYDRO UNIT 1,2.8,2.8,,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,AVSOLR_2_SOLAR,GEN,AV SOLAR RANCH 1,241.5,250,SCE,"AV SOLAR RANCH 1, LLC ",PHOTO VOLTAIC,SUN,SP15,2014-06-19,,CISO,SCE
Participating Unit,N,N,,OLDRIV_6_BIOGAS,GEN,Bidart Old River 1,2,2,PGAE,ABEC Bidart-Old River LLC,RECIPROCATING ENGINE,BIOGAS,ZP26,2014-03-10,,CISO,PGAE
Non-Participating,N,Y,PNOCHE_1_PL1X2,PNOCHE_7_ICE2,GEN,Panoche Peaker Facility,0.3,0.3,,"Wellhead Power Panoche, LLC",RECIPROCATING ENGINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,DVLCYN_1_UNITS,DVLCYN_1_UNIT 2,GEN,DEVIL CANYON HYDRO UNIT 2,60,60,,California Dept. of Water Resources,HYDRO,WATER,SP15,,,CISO,
Participating Unit,Y,N,,SAUGUS_6_QF,GEN,SAUGUS QFS,2.19,8.9,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1987-01-01,,CISO,SCE
Participating Unit,N,N,,VENWD_1_WIND2,GEN,Windpark Unlimited 2,16.05,16.1,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,SP15,2016-04-25,,CISO,SCE
Participating Unit,N,N,,GARNET_2_WIND2,GEN,Karen Avenue Wind Farm,11.7,12,SCE,Energy Development & Construction Corp.,WIND,WIND,SP15,2015-08-05,,CISO,SCE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 3,GEN,Diamond Valley Unit 3,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,ARVINN_6_ORION1,GEN,Orion 1 Solar,12,12,PGAE,"Orion Solar I, LLC; Orion Solar II, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-06-26,,CISO,PGAE
Non-Participating,N,Y,SLUISP_2_UNITS,SLUISP_2_UNIT 4,GEN,San Luis P-G Unit 4,53,53,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,,,CISO,PGAE
Participating Unit,N,Y,CDWR07_2_GEN,CDWR07_2_GEN,GEN,CDWR07_2_GEN,456,,PGAE,CDWR,PUMP,WATER,NP15,,,CISO,CWRP
Participating Unit,N,N,,ASTORA_2_SOLAR2,GEN,Astoria 2,75,75,SCE,RE Astoria 2 LLC,PHOTO VOLTAIC,SUN,SP15,2016-10-31,,CISO,SCE
Participating Unit,N,Y,SCEW_2_PDRP105,SCEW_2_PDRP105,GEN,SCEW_2_PDRP105,0.99,,SCE,"OHMCONNECT, INC.",OTHER,OTHER,SP15,,,CISO,SCE
Participating Unit,N,N,,VLCNTR_6_VCSLR1,GEN,Valley Center 1,2.5,2.5,SDGE,"Sol Orchard San Diego 22, LLC",PHOTO VOLTAIC,SUN,SP15,2013-12-31,,CISO,SDGE
Participating Unit,N,N,,BARRE_6_PEAKER,GEN,Barre Peaker,47,59,SCE,Southern California Edison Company,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-09-20,,CISO,SCE
Participating Unit,Y,N,,DAVIS_7_MNMETH,GEN,MM Yolo Power LLC,4,2.7,PGAE,Yolo County Central Landfill,RECIPROCATING ENGINE,BIOGAS,NP15,1997-01-01,,CISO,PGAE
Non-Participating,N,Y,HYTTHM_2_UNITS,HYATT_2_UNIT 1,GEN,Edward Hyatt Gen Unit 1,141.6,141.6,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,LECEF_1_UNITS,LECEF_1_CGT 3,GEN,LOS ESTEROS ENERGY FACILITY CTG 3,49.9,49.9,,"Los Esteros Critical Energy Facility, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,ORMOND_7_UNIT 1,GEN,ORMOND BEACH GEN STA. UNIT 1,741.27,750,SCE,NRG California South LP,STEAM,NATURAL GAS,SP15,1971-01-01,,CISO,SCE
Participating Unit,N,N,,SENTNL_2_CTG4,GEN,Sentinel Unit 4,102.47,131.8,SCE,"CPV Sentinel, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2013-05-06,,CISO,SCE
Participating Unit,N,N,,LILIAC_6_SOLAR,GEN,Mesa Crest,3,3,SDGE,"NLP Granger A82, LLC",PHOTO VOLTAIC,SUN,SP15,2016-09-17,,CISO,SDGE
Non-Participating,N,Y,HYTTHM_2_UNITS,THERMA_2_UNIT 3,GEN,Thermalito P-G Unit 3,28,28,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,PVERDE_5_SCEDYN,TG,PVERDE_5_SCEDYN,635,,SCE,PVWEST,,URANIUM,SP15,,,SRP,SCE
